Address,Price,Parcel,Date
2841 Interlaken Pass,317300,60802302484,2005-02-01
2845 Interlaken Pass,287800,60802302492,2005-10-01
2846 Interlaken Pass,278900,60802309290,2005-12-01
2849 Interlaken Pass,284900,60802302509,2005-12-01
2853 Interlaken Pass,290000,60802302517,2013-05-01
2853 Interlaken Pass,305600,60802302517,2005-12-01
2854 Interlaken Pass,264900,60802309307,2005-04-01
2857 Interlaken Pass,263007,60802302525,2006-03-01
2858 Interlaken Pass,380000,60802309315,2017-09-01
2858 Interlaken Pass,286500,60802309315,2011-08-01
2858 Interlaken Pass,325000,60802309315,2008-06-01
2858 Interlaken Pass,287200,60802309315,2005-01-01
2861 Interlaken Pass,260000,60802302533,2013-05-01
2861 Interlaken Pass,286664,60802302533,2006-03-01
2862 Interlaken Pass,258400,60802309323,2005-03-01
2865 Interlaken Pass,285000,60802302541,2015-03-01
2865 Interlaken Pass,270000,60802302541,2009-06-01
2865 Interlaken Pass,278000,60802302541,2007-06-01
2865 Interlaken Pass,283500,60802302541,2005-05-01
2866 Interlaken Pass,270800,60802309331,2005-04-01
2870 Interlaken Pass,330000,60802309349,2017-08-01
2870 Interlaken Pass,325000,60802309349,2007-09-01
2870 Interlaken Pass,311200,60802309349,2004-12-01
2873 Interlaken Pass,319900,60802302567,2017-05-01
2873 Interlaken Pass,301000,60802302567,2011-07-01
2873 Interlaken Pass,312800,60802302567,2005-06-01
2877 Interlaken Pass,249000,60802302575,2013-04-01
2877 Interlaken Pass,269900,60802302575,2005-09-01
2881 Interlaken Pass,297000,60802302583,2005-05-01
2885 Interlaken Pass,279800,60802302591,2004-10-01
2901 Interlaken Pass,295000,60802303218,2012-04-01
2901 Interlaken Pass,309900,60802303218,2004-05-01
2902 Interlaken Pass,286100,60802304282,2004-10-01
2905 Interlaken Pass,270000,60802303200,2012-05-01
2905 Interlaken Pass,284900,60802303200,2005-03-01
2906 Interlaken Pass,261800,60802304290,2004-05-01
2909 Interlaken Pass,252000,60802303193,2011-11-01
2909 Interlaken Pass,269900,60802303193,2005-07-01
2910 Interlaken Pass,245000,60802304307,2013-08-01
2910 Interlaken Pass,265000,60802304307,2005-06-01
2913 Interlaken Pass,314900,60802303185,2005-06-01
2914 Interlaken Pass,280800,60802304315,2005-05-01
2917 Interlaken Pass,277000,60802303177,2015-03-01
2917 Interlaken Pass,250000,60802303177,2011-10-01
2917 Interlaken Pass,264900,60802303177,2004-07-01
2918 Interlaken Pass,284200,60802304323,2005-08-01
2921 Interlaken Pass,257000,60802303169,2015-02-01
2921 Interlaken Pass,253000,60802303169,2005-06-01
2922 Interlaken Pass,255000,60802304331,2012-09-01
2922 Interlaken Pass,256900,60802304331,2005-05-01
2925 Interlaken Pass,272000,60802303151,2013-04-01
2925 Interlaken Pass,284900,60802303151,2006-08-01
2925 Interlaken Pass,270000,60802303151,2005-03-01
2926 Interlaken Pass,264900,60802304349,2005-07-01
2929 Interlaken Pass,258000,60802303143,2015-03-01
2929 Interlaken Pass,236600,60802303143,2004-12-01
2930 Interlaken Pass,248100,60802304357,2004-10-01
2933 Interlaken Pass,264600,60802303135,2004-10-01
2934 Interlaken Pass,249900,60802304365,2004-10-01
3002 Interlaken Pass,260000,60802304018,2013-12-01
3002 Interlaken Pass,260000,60802304018,2005-04-01
3005 Interlaken Pass,275000,60802303119,2015-12-01
3005 Interlaken Pass,264300,60802303119,2012-10-01
3005 Interlaken Pass,285000,60802303119,2005-05-01
3009 Interlaken Pass,243000,60802303101,2014-02-01
3009 Interlaken Pass,193600,60802303101,2004-06-01
3010 Interlaken Pass,245000,60802304034,2017-08-01
3010 Interlaken Pass,224000,60802304034,2013-06-01
3010 Interlaken Pass,222400,60802304034,2006-05-01
3010 Interlaken Pass,192000,60802304034,2003-08-01
3013 Interlaken Pass,183500,60802303094,2002-01-01
3017 Interlaken Pass,210000,60802303086,2002-04-01
3021 Interlaken Pass,192800,60802303078,2002-06-01
3026 Interlaken Pass,295000,60802302088,2017-04-01
3026 Interlaken Pass,264675,60802302088,2009-03-01
3026 Interlaken Pass,214500,60802302088,2002-03-01
3029 Interlaken Pass,270000,60802303052,2008-11-01
3038 Interlaken Pass,215000,60802302070,2016-09-01
3038 Interlaken Pass,195900,60802302070,2007-02-01
3038 Interlaken Pass,158400,60802302070,2002-01-01
7602 Lindemann Trl,275500,60802309018,2015-05-01
7602 Lindemann Trl,303500,60802309018,2004-08-01
7606 Lindemann Trl,263000,60802309026,2010-04-01
7606 Lindemann Trl,279300,60802309026,2005-10-01
7609 Lindemann Trl,276900,60802304274,2010-04-01
7609 Lindemann Trl,290200,60802304274,2005-05-01
7610 Lindemann Trl,249900,60802309034,2005-05-01
7613 Lindemann Trl,278500,60802304266,2016-07-01
7613 Lindemann Trl,252500,60802304266,2013-04-01
7613 Lindemann Trl,248500,60802304266,2005-02-01
7614 Lindemann Trl,360000,60802309042,2015-05-01
7614 Lindemann Trl,360000,60802309042,2006-05-01
7614 Lindemann Trl,345300,60802309042,2004-08-01
7621 Lindemann Trl,300000,60802304240,2015-05-01
7621 Lindemann Trl,267500,60802304240,2012-02-01
7621 Lindemann Trl,290500,60802304240,2005-07-01
7622 Lindemann Trl,257900,60802309068,2014-12-01
7622 Lindemann Trl,266000,60802309068,2009-12-01
7622 Lindemann Trl,247500,60802309068,2004-08-01
7626 Lindemann Trl,295000,60802309076,2013-03-01
7626 Lindemann Trl,290000,60802309076,2010-01-01
7626 Lindemann Trl,322500,60802309076,2007-12-01
7626 Lindemann Trl,311800,60802309076,2005-06-01
7629 Lindemann Trl,269900,60802304232,2005-08-01
7630 Lindemann Trl,256000,60802309084,2005-07-01
7633 Lindemann Trl,259900,60802304224,2005-12-01
7634 Lindemann Trl,281000,60802309092,2011-07-01
7634 Lindemann Trl,279900,60802309092,2005-03-01
7637 Lindemann Trl,251000,60802304216,2013-12-01
7637 Lindemann Trl,245000,60802304216,2007-09-01
7637 Lindemann Trl,259900,60802304216,2005-09-01
7638 Lindemann Trl,275000,60802309109,2013-04-01
7638 Lindemann Trl,279900,60802309109,2004-08-01
7901 Oak View Dr,327023,60802311401,2010-01-01
7902 Oak View Dr,290000,60802202080,2017-10-01
7902 Oak View Dr,249668,60802202080,2010-10-01
7905 Oak View Dr,400000,60802311394,2012-11-01
7905 Oak View Dr,498735,60802311394,2010-06-01
7909 Oak View Dr,335000,60802311386,2016-07-01
7909 Oak View Dr,320000,60802311386,2008-09-01
7910 Oak View Dr,290000,60802202098,2015-05-01
7910 Oak View Dr,240000,60802202098,2008-06-01
7913 Oak View Dr,375000,60802311378,2017-01-01
7917 Oak View Dr,360486,60802311360,2008-07-01
7918 Oak View Dr,244900,60802202105,2013-05-01
7918 Oak View Dr,232169,60802202105,2010-09-01
7921 Oak View Dr,337505,60802311352,2009-06-01
7924 Oak View Dr,319000,60802202022,2017-08-01
7924 Oak View Dr,288370,60802202022,2010-04-01
7925 Oak View Dr,350000,60802311344,2014-12-01
7925 Oak View Dr,348871,60802311344,2009-06-01
7929 Oak View Dr,410000,60802311336,2008-12-01
7932 Oak View Dr,375000,60802202014,2013-04-01
7933 Oak View Dr,385000,60802311328,2016-06-01
7933 Oak View Dr,395307,60802311328,2008-01-01
7907 Raymond Rd,269900,60802202048,2014-05-01
7907 Raymond Rd,254900,60802202048,2010-06-01
7913 Raymond Rd,312000,60802202030,2017-05-01
7913 Raymond Rd,234900,60802202030,2010-06-01
3001 Snowcap Trl,379900,60802313209,2007-06-01
3002 Snowcap Trl,374099,60802312029,2007-05-01
3005 Snowcap Trl,391043,60802313192,2006-05-01
3006 Snowcap Trl,376763,60802312037,2006-07-01
3009 Snowcap Trl,335000,60802313184,2015-09-01
3009 Snowcap Trl,347846,60802313184,2006-12-01
3010 Snowcap Trl,415862,60802312045,2006-09-01
3013 Snowcap Trl,395000,60802313176,2016-04-01
3013 Snowcap Trl,451900,60802313176,2006-01-01
3014 Snowcap Trl,420000,60802312053,2005-12-01
3017 Snowcap Trl,323630,60802313168,2006-06-01
3018 Snowcap Trl,442700,60802312061,2005-11-01
3021 Snowcap Trl,300603,60802313150,2008-05-01
3022 Snowcap Trl,392727,60802312079,2006-05-01
3025 Snowcap Trl,349900,60802313142,2006-12-01
3026 Snowcap Trl,423700,60802312087,2005-12-01
3029 Snowcap Trl,305000,60802313134,2015-02-01
3029 Snowcap Trl,332400,60802313134,2005-11-01
3030 Snowcap Trl,382001,60802312095,2008-10-01
3036 Snowcap Trl,319000,60802312102,2013-09-01
3036 Snowcap Trl,302500,60802312102,2011-12-01
3037 Snowcap Trl,317000,60802313118,2012-02-01
3037 Snowcap Trl,405000,60802313118,2006-07-01
3040 Snowcap Trl,289500,60802312110,2014-03-01
3040 Snowcap Trl,301900,60802312110,2008-10-01
3044 Snowcap Trl,316071,60802312128,2009-08-01
3048 Snowcap Trl,287457,60802312136,2007-04-01
3051 Snowcap Trl,337000,60802313100,2014-06-01
3051 Snowcap Trl,321770,60802313100,2007-06-01
3052 Snowcap Trl,282500,60802312144,2015-06-01
3052 Snowcap Trl,262000,60802312144,2007-09-01
3056 Snowcap Trl,270000,60802312152,2007-06-01
3059 Snowcap Trl,371000,60802313093,2012-06-01
3059 Snowcap Trl,360015,60802313093,2006-04-01
3060 Snowcap Trl,259000,60802312160,2013-03-01
3060 Snowcap Trl,265900,60802312160,2006-11-01
3064 Snowcap Trl,273614,60802312178,2007-06-01
3068 Snowcap Trl,254900,60802312186,2007-01-01
3071 Snowcap Trl,310000,60802313085,2010-07-01
3071 Snowcap Trl,285000,60802313085,2009-02-01
3071 Snowcap Trl,329024,60802313085,2006-09-01
3076 Snowcap Trl,260000,60802312201,2013-04-01
3076 Snowcap Trl,255900,60802312201,2005-12-01
2805 Snowmist Trl,301741,60802310221,2006-08-01
2809 Snowmist Trl,261160,60802310213,2007-03-01
2813 Snowmist Trl,283173,60802310205,2006-12-01
2814 Snowmist Trl,279300,60802311013,2009-05-01
2818 Snowmist Trl,350000,60802311021,2016-05-01
2818 Snowmist Trl,345625,60802311021,2008-08-01
2821 Snowmist Trl,257900,60802310198,2014-04-01
2821 Snowmist Trl,261300,60802310198,2007-12-01
2821 Snowmist Trl,261258,60802310198,2006-07-01
2822 Snowmist Trl,287770,60802311039,2006-07-01
2825 Snowmist Trl,260000,60802310180,2014-03-01
2825 Snowmist Trl,273422,60802310180,2007-03-01
2826 Snowmist Trl,328458,60802311047,2006-08-01
2902 Snowmist Trl,346663,60802311055,2007-06-01
2906 Snowmist Trl,355000,60802311063,2016-07-01
2906 Snowmist Trl,366599,60802311063,2006-09-01
2910 Snowmist Trl,380842,60802311071,2009-08-01
2914 Snowmist Trl,369800,60802311089,2015-05-01
2914 Snowmist Trl,369886,60802311089,2007-10-01
2918 Snowmist Trl,315621,60802311097,2007-10-01
2921 Snowmist Trl,369900,60802314091,2009-05-01
2922 Snowmist Trl,304222,60802311104,2007-03-01
2925 Snowmist Trl,363500,60802314083,2017-07-01
2925 Snowmist Trl,340000,60802314083,2015-01-01
2925 Snowmist Trl,339900,60802314083,2013-12-01
2925 Snowmist Trl,334900,60802314083,2008-11-01
2926 Snowmist Trl,372766,60802311112,2007-01-01
2929 Snowmist Trl,295000,60802314075,2013-06-01
2929 Snowmist Trl,324053,60802314075,2009-02-01
2930 Snowmist Trl,368991,60802311120,2009-10-01
2933 Snowmist Trl,288000,60802314067,2012-06-01
2933 Snowmist Trl,296900,60802314067,2010-01-01
2934 Snowmist Trl,399900,60802311138,2016-05-01
2934 Snowmist Trl,427042,60802311138,2007-06-01
2938 Snowmist Trl,371884,60802311146,2007-12-01
2941 Snowmist Trl,355000,60802314059,2017-08-01
2941 Snowmist Trl,339298,60802314059,2009-09-01
2942 Snowmist Trl,409430,60802311154,2007-03-01
2946 Snowmist Trl,327362,60802311162,2007-10-01
2949 Snowmist Trl,306980,60802314041,2008-02-01
2950 Snowmist Trl,290000,60802311170,2011-06-01
2950 Snowmist Trl,355112,60802311170,2007-03-01
2953 Snowmist Trl,362900,60802314033,2008-04-01
2954 Snowmist Trl,396900,60802311188,2017-04-01
2954 Snowmist Trl,371722,60802311188,2007-07-01
2957 Snowmist Trl,355000,60802314025,2015-04-01
2957 Snowmist Trl,344253,60802314025,2008-09-01
2958 Snowmist Trl,315000,60802311196,2015-12-01
2958 Snowmist Trl,331020,60802311196,2009-11-01
2961 Snowmist Trl,329900,60802314017,2015-07-01
2961 Snowmist Trl,285000,60802314017,2012-12-01
2961 Snowmist Trl,300000,60802314017,2006-03-01
2962 Snowmist Trl,290000,60802311203,2010-04-01
7805 Stratton Way,399900,60802312409,2008-03-01
7806 Stratton Way,289400,60802310023,2005-09-01
7809 Stratton Way,318967,60802312392,2006-04-01
7810 Stratton Way,287000,60802310031,2008-09-01
7810 Stratton Way,279900,60802310031,2007-02-01
7813 Stratton Way,262000,60802312384,2010-12-01
7813 Stratton Way,286900,60802312384,2007-01-01
7814 Stratton Way,294500,60802310049,2005-07-01
7817 Stratton Way,290000,60802312376,2014-06-01
7817 Stratton Way,299900,60802312376,2006-05-01
7818 Stratton Way,356300,60802310057,2005-03-01
7821 Stratton Way,290800,60802312368,2005-09-01
2902 Winter Park Pl,390000,60802314116,2008-05-01
2905 Winter Park Pl,350000,60802310172,2016-08-01
2905 Winter Park Pl,296767,60802310172,2006-07-01
2909 Winter Park Pl,352200,60802310164,2007-06-01
2910 Winter Park Pl,344500,60802314124,2009-05-01
2913 Winter Park Pl,280000,60802310156,2014-12-01
2913 Winter Park Pl,264900,60802310156,2013-01-01
2913 Winter Park Pl,265000,60802310156,2011-07-01
2913 Winter Park Pl,278083,60802310156,2006-12-01
2914 Winter Park Pl,310000,60802314132,2014-05-01
2914 Winter Park Pl,279000,60802314132,2008-12-01
2917 Winter Park Pl,320821,60802310148,2007-03-01
2918 Winter Park Pl,335000,60802314140,2015-03-01
2918 Winter Park Pl,324294,60802314140,2007-10-01
2921 Winter Park Pl,367425,60802310130,2008-04-01
2925 Winter Park Pl,387047,60802310122,2006-10-01
2926 Winter Park Pl,325000,60802314158,2015-11-01
2926 Winter Park Pl,349700,60802314158,2009-05-01
2929 Winter Park Pl,287588,60802310114,2006-05-01
2933 Winter Park Pl,310000,60802310106,2013-04-01
2933 Winter Park Pl,323861,60802310106,2006-06-01
2934 Winter Park Pl,314880,60802314166,2009-01-01
2937 Winter Park Pl,320000,60802310099,2015-03-01
2937 Winter Park Pl,356308,60802310099,2006-10-01
2938 Winter Park Pl,428020,60802314174,2008-01-01
2942 Winter Park Pl,359000,60802314182,2017-04-01
2942 Winter Park Pl,345000,60802314182,2012-04-01
2942 Winter Park Pl,386123,60802314182,2007-08-01
2945 Winter Park Pl,311000,60802310081,2015-09-01
2945 Winter Park Pl,346384,60802310081,2006-12-01
2946 Winter Park Pl,370000,60802314190,2017-06-01
2946 Winter Park Pl,339000,60802314190,2007-07-01
2949 Winter Park Pl,419900,60802310073,2010-05-01
2949 Winter Park Pl,430000,60802310073,2008-03-01
2949 Winter Park Pl,382000,60802310073,2005-07-01
2950 Winter Park Pl,315000,60802314207,2016-05-01
2950 Winter Park Pl,310000,60802314207,2007-05-01
3001 Winter Park Pl,306500,60802312350,2005-07-01
3002 Winter Park Pl,298710,60802313019,2007-12-01
3005 Winter Park Pl,328000,60802312342,2005-08-01
3006 Winter Park Pl,345000,60802313027,2017-05-01
3006 Winter Park Pl,300481,60802313027,2006-05-01
3010 Winter Park Pl,299900,60802313035,2007-03-01
3014 Winter Park Pl,372500,60802313043,2006-03-01
3017 Winter Park Pl,323000,60802312334,2009-06-01
3017 Winter Park Pl,340851,60802312334,2006-09-01
3018 Winter Park Pl,349900,60802313051,2005-07-01
3022 Winter Park Pl,331000,60802313069,2015-04-01
3022 Winter Park Pl,337600,60802313069,2005-08-01
3026 Winter Park Pl,344900,60802313077,2006-07-01
3101 Winter Park Pl,415000,60802312318,2006-06-01
3102 Winter Park Pl,274800,60802312219,2006-07-01
3102 Winter Park Pl,279900,60802312219,2005-09-01
3105 Winter Park Pl,310000,60802312300,2011-11-01
3105 Winter Park Pl,369700,60802312300,2005-11-01
3106 Winter Park Pl,261000,60802312227,2006-11-01
3109 Winter Park Pl,311500,60802312293,2016-01-01
3109 Winter Park Pl,340600,60802312293,2005-06-01
3110 Winter Park Pl,302000,60802312235,2007-01-01
3113 Winter Park Pl,294721,60802312285,2007-07-01
3114 Winter Park Pl,268000,60802312243,2009-06-01
3114 Winter Park Pl,289900,60802312243,2006-09-01
3117 Winter Park Pl,322750,60802312277,2015-07-01
3117 Winter Park Pl,292000,60802312277,2012-06-01
3117 Winter Park Pl,313300,60802312277,2006-06-01
3118 Winter Park Pl,350000,60802312251,2016-06-01
3118 Winter Park Pl,310000,60802312251,2010-07-01
3118 Winter Park Pl,299200,60802312251,2005-11-01
3121 Winter Park Pl,304900,60802312269,2007-03-01
2 Ashwood Ct,277000,60811114250,2006-02-01
5 Ashwood Ct,285000,60811114309,2011-08-01
14 Ashwood Ct,336500,60811114284,2015-06-01
14 Ashwood Ct,305000,60811114284,2013-08-01
14 Ashwood Ct,292000,60811114284,2009-06-01
9 Autumnwood Cir,299000,60811103089,2011-07-01
9 Autumnwood Cir,277900,60811103089,2003-12-01
17 Autumnwood Cir,323450,60811103097,2014-06-01
17 Autumnwood Cir,280000,60811103097,2003-05-01
18 Autumnwood Cir,300000,60811103162,2006-08-01
22 Autumnwood Cir,340000,60811103154,2012-09-01
1 Basswood Ct,350000,60811112238,2016-10-01
5 Basswood Ct,398000,60811112246,2008-06-01
6 Basswood Ct,219100,60811112262,2009-07-01
9 Basswood Ct,304500,60811112254,2009-07-01
7102 Birchstone Dr,307000,60811114036,2012-07-01
7105 Birchstone Dr,325000,60811113096,2013-07-01
7106 Birchstone Dr,258000,60811114044,2007-05-01
7117 Birchstone Dr,379900,60811113062,2003-08-01
7118 Birchstone Dr,425000,60811114078,2017-09-01
7121 Birchstone Dr,374000,60811113054,2005-09-01
7129 Birchstone Dr,410000,60811113038,2009-08-01
7130 Birchstone Dr,342500,60811114101,2013-08-01
3201 Country Grove Dr,255000,60811103013,2002-11-01
3202 Country Grove Dr,338500,60811101059,2017-11-01
3204 Country Grove Dr,222000,60811101067,2002-07-01
3208 Country Grove Dr,274000,60811101075,2016-06-01
3208 Country Grove Dr,250000,60811101075,2007-03-01
3208 Country Grove Dr,217000,60811101075,2003-02-01
3209 Country Grove Dr,270000,60811103039,2014-07-01
3209 Country Grove Dr,226000,60811103039,2005-12-01
3209 Country Grove Dr,203900,60811103039,2003-02-01
3213 Country Grove Dr,258900,60811103047,2014-06-01
3213 Country Grove Dr,249900,60811103047,2006-09-01
3301 Country Grove Dr,325000,60811103055,2006-04-01
3308 Country Grove Dr,278900,60811102057,2012-07-01
3308 Country Grove Dr,277000,60811102057,2006-05-01
3308 Country Grove Dr,252000,60811102057,2003-10-01
3312 Country Grove Dr,250000,60811102065,2010-06-01
3312 Country Grove Dr,251000,60811102065,2005-09-01
3402 Country Grove Dr,340000,60811102081,2017-10-01
3402 Country Grove Dr,312500,60811102081,2015-05-01
3502 Country Grove Dr,285700,60811102122,2005-06-01
3506 Country Grove Dr,305000,60811102130,2015-04-01
3506 Country Grove Dr,270000,60811102130,2008-06-01
3514 Country Grove Dr,315000,60811102156,2014-11-01
3602 Country Grove Dr,230000,60811102164,2002-10-01
3606 Country Grove Dr,325000,60811102172,2017-09-01
3610 Country Grove Dr,314000,60811102180,2016-04-01
3610 Country Grove Dr,247000,60811102180,2003-10-01
3701 Country Grove Dr,383900,60811108021,2016-05-01
3701 Country Grove Dr,365000,60811108021,2004-01-01
3705 Country Grove Dr,322000,60811108013,2011-09-01
3706 Country Grove Dr,335000,60811107023,2015-01-01
3721 Country Grove Dr,300000,60811108188,2017-07-01
3725 Country Grove Dr,324000,60811108170,2013-09-01
3725 Country Grove Dr,348000,60811108170,2004-05-01
3729 Country Grove Dr,355000,60811108162,2009-01-01
3737 Country Grove Dr,335000,60811108154,2002-06-01
3741 Country Grove Dr,425000,60811108146,2017-05-01
3741 Country Grove Dr,345000,60811108146,2013-08-01
3746 Country Grove Dr,290000,60811111066,2011-01-01
3746 Country Grove Dr,295000,60811111066,2003-10-01
3749 Country Grove Dr,345000,60811108120,2009-05-01
3749 Country Grove Dr,350000,60811108120,2005-06-01
3801 Country Grove Dr,345000,60811110167,2003-04-01
3802 Country Grove Dr,275000,60811111090,2016-04-01
3802 Country Grove Dr,212000,60811111090,2005-04-01
3805 Country Grove Dr,290000,60811110159,2016-06-01
3805 Country Grove Dr,293100,60811110159,2015-07-01
3818 Country Grove Dr,380000,60811111131,2017-04-01
3818 Country Grove Dr,293500,60811111131,2013-06-01
3821 Country Grove Dr,306500,60811110117,2014-04-01
3821 Country Grove Dr,256000,60811110117,2003-06-01
3825 Country Grove Dr,270000,60811110109,2008-02-01
3829 Country Grove Dr,294000,60811110092,2003-04-01
3830 Country Grove Dr,320000,60811111165,2006-07-01
3830 Country Grove Dr,299900,60811111165,2004-04-01
7101 Countrywood Ln,354900,60811109128,2013-06-01
7101 Countrywood Ln,342900,60811109128,2004-05-01
7102 Countrywood Ln,315900,60811103427,2006-12-01
7105 Countrywood Ln,335000,60811109110,2017-04-01
7105 Countrywood Ln,348000,60811109110,2017-06-01
7105 Countrywood Ln,359900,60811109110,2005-06-01
7114 Countrywood Ln,305900,60811103401,2005-05-01
7121 Countrywood Ln,320000,60811109087,2013-05-01
7121 Countrywood Ln,360000,60811109087,2005-06-01
7122 Countrywood Ln,334900,60811103386,2016-05-01
7122 Countrywood Ln,302500,60811103386,2005-06-01
