Address,Price,Parcel,Date
2545 Chamberlain Ave,365000,70921115163,2012-12-01
2545 Chamberlain Ave,353000,70921115163,2006-01-01
2547 Chamberlain Ave,363800,70921115171,2013-10-01
2547 Chamberlain Ave,373000,70921115171,2010-07-01
2547 Chamberlain Ave,323000,70921115171,2005-08-01
2550 Chamberlain Ave,355000,70921112185,2017-11-01
2550 Chamberlain Ave,270000,70921112185,2013-02-01
2557 Chamberlain Ave,446000,70921115189,2016-06-01
2557 Chamberlain Ave,315000,70921115189,2013-06-01
2557 Chamberlain Ave,320000,70921115189,2005-08-01
2606 Chamberlain Ave,483000,70921113240,2017-07-01
2617 Chamberlain Ave,312500,70921114032,2008-06-01
2617 Chamberlain Ave,268000,70921114032,2004-05-01
2622 Chamberlain Ave,375000,70921113208,2008-10-01
2623 Chamberlain Ave,379000,70921114040,2007-07-01
2623 Chamberlain Ave,364000,70921114040,2004-11-01
2630 Chamberlain Ave,242000,70921113183,2012-05-01
2632 Chamberlain Ave,350000,70921113175,2015-04-01
2635 Chamberlain Ave,284900,70921114090,2005-05-01
2635 Chamberlain Ave,269000,70921114090,2004-07-01
2640 Chamberlain Ave,427900,70921113167,2014-10-01
2640 Chamberlain Ave,378000,70921113167,2011-06-01
2641 Chamberlain Ave,414000,70921114107,2015-11-01
2641 Chamberlain Ave,385000,70921114107,2008-06-01
2641 Chamberlain Ave,475000,70921114107,2004-10-01
2644 Chamberlain Ave,285000,70921113159,2012-05-01
2644 Chamberlain Ave,218200,70921113159,2006-12-01
2646 Chamberlain Ave,410000,70921113141,2016-08-01
2650 Chamberlain Ave,267000,70921113133,2002-06-01
2702 Chamberlain Ave,480000,70921214296,2017-06-01
2725 Chamberlain Ave,347400,70921221051,2011-12-01
2728 Chamberlain Ave,339000,70921214246,2005-08-01
2728 Chamberlain Ave,250000,70921214246,2002-01-01
2730 Chamberlain Ave,450000,70921214238,2016-10-01
2742 Chamberlain Ave,424900,70921214204,2016-07-01
2742 Chamberlain Ave,359500,70921214204,2010-08-01
2745 Chamberlain Ave,230000,70921221100,2017-09-01
2750 Chamberlain Ave,374000,70921214189,2013-08-01
2750 Chamberlain Ave,312000,70921214189,2005-05-01
2758 Chamberlain Ave,388000,70921214163,2017-06-01
2810 Chamberlain Ave,335000,70921215103,2017-08-01
2811 Chamberlain Ave,340000,70921220011,2009-06-01
2814 Chamberlain Ave,310000,70921215096,2017-04-01
2819 Chamberlain Ave,325000,70921220037,2014-07-01
2819 Chamberlain Ave,269000,70921220037,2004-05-01
2827 Chamberlain Ave,429900,70921220053,2016-08-01
109 Chestnut St,379500,70921118050,2014-10-01
110 Chestnut St,250000,70921117119,2009-01-01
115 Chestnut St,409900,70921118042,2010-03-01
115 Chestnut St,328900,70921118042,2004-08-01
118 Chestnut St,355200,70921116088,2015-01-01
113 Elm St,406000,70921120047,2011-11-01
11 Farley Ave,382000,70921126136,2017-10-01
11 Farley Ave,358000,70921126136,2016-04-01
11 Farley Ave,255000,70921126136,2003-08-01
12 Farley Ave,340000,70921223247,2017-08-01
12 Farley Ave,249500,70921223247,2007-02-01
12 Farley Ave,225800,70921223247,2005-09-01
13 Farley Ave,330000,70921126128,2017-08-01
13 Farley Ave,286000,70921126128,2015-07-01
14 Farley Ave,410000,70921223255,2016-08-01
14 Farley Ave,350000,70921223255,2015-06-01
106 Farley Ave,425000,70921221283,2014-11-01
106 Farley Ave,330000,70921221283,2009-08-01
202 Farley Ave,340700,70921221431,2004-10-01
4 N Franklin Ave,409000,70921219121,2006-09-01
11 N Franklin Ave,344000,70921223130,2014-06-01
25 N Franklin Ave,217000,70921223114,2002-06-01
117 N Franklin Ave,456000,70921221176,2017-03-01
125 N Franklin Ave,410000,70921221168,2016-03-01
125 N Franklin Ave,205000,70921221168,2015-01-01
127 N Franklin Ave,224500,70921221150,2005-06-01
127 N Franklin Ave,198000,70921221150,2002-08-01
206 N Franklin Ave,335000,70921220144,2016-06-01
214 N Franklin Ave,289500,70921220160,2009-06-01
214 N Franklin Ave,231700,70921220160,2004-05-01
10 Grand Ave,396500,70921126251,2015-04-01
20 Grand Ave,330000,70921126277,2006-06-01
106 Grand Ave,125000,70921125261,2002-07-01
213 Grand Ave,417500,70921115197,2017-04-01
213 Grand Ave,385000,70921115197,2013-04-01
213 Grand Ave,365000,70921115197,2009-05-01
213 Grand Ave,364900,70921115197,2006-04-01
214 Grand Ave,366500,70921114264,2015-08-01
214 Grand Ave,346400,70921114264,2007-07-01
214 Grand Ave,309000,70921114264,2004-08-01
220 Grand Ave,275400,70921114272,2008-05-01
312 Grand Ave,184000,70921113266,2006-11-01
312 Grand Ave,156000,70921113266,2002-08-01
315 Grand Ave,328500,70921112169,2006-04-01
120 Highland Ave,460000,70921124180,2005-12-01
205 Highland Ave,336000,70921117052,2017-11-01
205 Highland Ave,252500,70921117052,2014-11-01
205 Highland Ave,250000,70921117052,2007-08-01
205 Highland Ave,228000,70921117052,2004-11-01
210 Highland Ave,269000,70921115030,2007-03-01
211 Highland Ave,259000,70921116070,2005-05-01
301 Highland Ave,202500,70921111088,2011-02-01
306 Highland Ave,246500,70921112325,2013-12-01
306 Highland Ave,235000,70921112325,2009-11-01
310 Highland Ave,253900,70921112333,2015-11-01
2411 Joss Ct,331000,70921117028,2008-09-01
2411 Joss Ct,300000,70921117028,2004-07-01
2415 Joss Ct,277000,70921117036,2005-07-01
2215 Kendall Ave,315000,70921109067,2009-04-01
2225 Kendall Ave,344000,70921109091,2005-06-01
2305 Kendall Ave,481000,70921110014,2013-06-01
2313 Kendall Ave,353100,70921110030,2009-07-01
2321 Kendall Ave,354700,70921110056,2014-05-01
2401 Kendall Ave,277500,70921111012,2010-03-01
2409 Kendall Ave,223000,70921111038,2012-05-01
2409 Kendall Ave,271500,70921111038,2005-06-01
2409 Kendall Ave,225000,70921111038,2003-04-01
2417 Kendall Ave,249000,70921111054,2004-12-01
2425 Kendall Ave,135000,70921111070,2012-09-01
2503 Kendall Ave,247500,70921112028,2014-12-01
2509 Kendall Ave,242000,70921112044,2010-06-01
2509 Kendall Ave,251500,70921112044,2005-08-01
2515 Kendall Ave,360000,70921112052,2014-06-01
2515 Kendall Ave,288300,70921112052,2010-06-01
2515 Kendall Ave,227000,70921112052,2007-08-01
2525 Kendall Ave,440500,70921112086,2017-04-01
2613 Kendall Ave,307700,70921113034,2004-07-01
2615 Kendall Ave,235000,70921113042,2014-11-01
2615 Kendall Ave,163000,70921113042,2003-01-01
2621 Kendall Ave,322500,70921113050,2012-05-01
2621 Kendall Ave,260000,70921113050,2003-10-01
2623 Kendall Ave,380000,70921113068,2016-09-01
2623 Kendall Ave,282000,70921113068,2002-11-01
2625 Kendall Ave,276000,70921113076,2004-04-01
2631 Kendall Ave,340000,70921113084,2016-05-01
2633 Kendall Ave,261600,70921113092,2006-03-01
2637 Kendall Ave,385000,70921113117,2015-08-01
2637 Kendall Ave,335000,70921113117,2011-07-01
2637 Kendall Ave,320000,70921113117,2006-07-01
2701 Kendall Ave,213000,70921214014,2009-10-01
2703 Kendall Ave,277000,70921214022,2012-06-01
2703 Kendall Ave,265000,70921214022,2010-12-01
2703 Kendall Ave,224900,70921214022,2006-06-01
2703 Kendall Ave,129100,70921214022,2002-02-01
2703 Kendall Ave,183500,70921214022,2002-12-01
2707 Kendall Ave,302500,70921214030,2010-06-01
2711 Kendall Ave,229900,70921214048,2002-06-01
2717 Kendall Ave,298000,70921214056,2005-05-01
2717 Kendall Ave,264000,70921214056,2004-09-01
2725 Kendall Ave,369900,70921214072,2016-07-01
2725 Kendall Ave,352000,70921214072,2013-08-01
2733 Kendall Ave,285000,70921214098,2010-12-01
2737 Kendall Ave,235800,70921214105,2013-12-01
2737 Kendall Ave,233605,70921214105,2009-06-01
2737 Kendall Ave,212000,70921214105,2005-06-01
2737 Kendall Ave,179000,70921214105,2002-08-01
2741 Kendall Ave,319900,70921214113,2006-07-01
2753 Kendall Ave,351000,70921214147,2015-11-01
2755 Kendall Ave,236500,70921214155,2006-01-01
2811 Kendall Ave,360000,70921215137,2017-11-01
2811 Kendall Ave,279000,70921215137,2004-07-01
2817 Kendall Ave,335000,70921215012,2013-08-01
2825 Kendall Ave,258000,70921215038,2014-04-01
2825 Kendall Ave,263900,70921215038,2007-09-01
2825 Kendall Ave,242000,70921215038,2004-03-01
2612 Mason St,280000,70921125245,2015-06-01
2614 Mason St,355000,70921125237,2016-06-01
2615 Mason St,309500,70921126037,2016-05-01
2615 Mason St,257100,70921126037,2009-12-01
2615 Mason St,212000,70921126037,2007-04-01
2616 Mason St,400000,70921125229,2015-06-01
2622 Mason St,408000,70921125211,2015-07-01
2622 Mason St,345000,70921125211,2012-07-01
2622 Mason St,330000,70921125211,2010-05-01
2625 Mason St,590000,70921126053,2017-04-01
2625 Mason St,568000,70921126053,2011-08-01
2625 Mason St,565000,70921126053,2010-04-01
2629 Mason St,314900,70921126061,2014-10-01
2629 Mason St,229700,70921126061,2002-04-01
2638 Mason St,450000,70921125162,2014-09-01
2638 Mason St,468000,70921125162,2008-06-01
2638 Mason St,434000,70921125162,2007-05-01
2639 Mason St,322000,70921126095,2014-07-01
2639 Mason St,293500,70921126095,2010-11-01
2639 Mason St,258000,70921126095,2006-12-01
2646 Mason St,308500,70921125154,2006-07-01
2646 Mason St,280000,70921125154,2005-07-01
2650 Mason St,435000,70921125146,2016-12-01
2702 Mason St,260000,70921221275,2007-04-01
2702 Mason St,351500,70921221275,2007-10-01
2703 Mason St,360000,70921223015,2006-07-01
2706 Mason St,360000,70921221259,2014-05-01
2707 Mason St,275000,70921223023,2003-04-01
2710 Mason St,345000,70921221233,2013-04-01
2711 Mason St,385000,70921223031,2005-05-01
2712 Mason St,288900,70921221225,2004-02-01
2717 Mason St,342550,70921223049,2011-06-01
2721 Mason St,405000,70921223057,2016-03-01
2721 Mason St,325000,70921223057,2012-12-01
2725 Mason St,319000,70921223065,2008-10-01
2741 Mason St,429900,70921223106,2014-06-01
2741 Mason St,350000,70921223106,2008-05-01
2741 Mason St,329900,70921223106,2006-10-01
2742 Mason St,485000,70921221192,2017-09-01
2801 Mason St,420000,70921219139,2015-07-01
2801 Mason St,358000,70921219139,2006-06-01
2801 Mason St,276500,70921219139,2005-04-01
2817 Mason St,300000,70921219171,2002-07-01
2819 Mason St,374000,70921219189,2007-08-01
2822 Mason St,530000,70921222108,2016-07-01
2618 Park Pl,299500,70921126227,2014-03-01
2626 Park Pl,292000,70921126201,2006-07-01
2626 Park Pl,230000,70921126201,2003-08-01
2634 Park Pl,425000,70921126186,2017-02-01
2634 Park Pl,275000,70921126186,2003-10-01
2638 Park Pl,330000,70921126178,2011-03-01
2646 Park Pl,325000,70921126144,2007-08-01
2222 Regent St,292000,70921122085,2012-07-01
2222 Regent St,261000,70921122085,2008-04-01
2222 Regent St,220000,70921122085,2007-10-01
2222 Regent St,209500,70921122085,2004-07-01
2222 Regent St,215000,70921122085,2004-12-01
2700 Regent St,380000,70921223221,2013-06-01
2700 Regent St,247200,70921223221,2003-09-01
2708 Regent St,416500,70921223213,2016-05-01
2718 Regent St,336000,70921223198,2017-09-01
2728 Regent St,301500,70921223172,2007-10-01
2728 Regent St,259900,70921223172,2003-10-01
2736 Regent St,275000,70921223156,2015-03-01
2736 Regent St,246000,70921223156,2011-05-01
2736 Regent St,210000,70921223156,2006-02-01
2736 Regent St,190000,70921223156,2002-05-01
2740 Regent St,350000,70921223148,2016-10-01
2740 Regent St,264900,70921223148,2005-06-01
2802 Regent St,410000,70921219113,2017-06-01
2802 Regent St,320000,70921219113,2013-06-01
2810 Regent St,412000,70921219098,2015-12-01
2828 Regent St,325000,70921219056,2006-06-01
2828 Regent St,250000,70921219056,2005-08-01
2828 Regent St,222500,70921219056,2002-09-01
2834 Regent St,278000,70921219030,2007-08-01
2834 Regent St,249900,70921219030,2005-12-01
10 Shepard Ter,237500,70921219212,2010-07-01
10 Shepard Ter,199000,70921219212,2002-07-01
14 Shepard Ter,282500,70921219220,2007-06-01
18 Shepard Ter,275500,70921219238,2003-05-01
25 Shepard Ter,354498,70921219197,2012-09-01
101 Shepard Ter,286700,70921222083,2009-08-01
102 Shepard Ter,277000,70921219246,2009-04-01
102 Shepard Ter,260000,70921219246,2005-04-01
105 Shepard Ter,510000,70921222075,2016-06-01
105 Shepard Ter,430000,70921222075,2014-06-01
105 Shepard Ter,429900,70921222075,2007-07-01
106 Shepard Ter,519000,70921219254,2014-04-01
109 Shepard Ter,365000,70921222067,2015-06-01
110 Shepard Ter,345000,70921219262,2006-10-01
110 Shepard Ter,310000,70921219262,2004-03-01
118 Shepard Ter,285000,70921219270,2005-05-01
118 Shepard Ter,325000,70921219270,2005-08-01
202 Shepard Ter,318000,70921219296,2012-07-01
202 Shepard Ter,311000,70921219296,2009-07-01
202 Shepard Ter,259000,70921219296,2003-05-01
202 Shepard Ter,238000,70921219296,2002-01-01
210 Shepard Ter,499900,70921219303,2015-05-01
214 Shepard Ter,320000,70921219311,2017-08-01
214 Shepard Ter,280000,70921219311,2007-01-01
214 Shepard Ter,210000,70921219311,2006-03-01
302 Shepard Ter,370000,70921219337,2002-05-01
313 Shepard Ter,290000,70921215046,2007-07-01
313 Shepard Ter,227500,70921215046,2003-04-01
2205 Van Hise Ave,350000,70921121029,2016-01-01
2215 Van Hise Ave,846000,70921121045,2005-06-01
2220 Van Hise Ave,406000,70921119107,2013-04-01
2222 Van Hise Ave,625000,70921119090,2017-04-01
2222 Van Hise Ave,525000,70921119090,2015-08-01
2222 Van Hise Ave,414500,70921119090,2004-03-01
2227 Van Hise Ave,573300,70921121053,2012-05-01
2230 Van Hise Ave,360000,70921119074,2015-02-01
2314 Van Hise Ave,487500,70921118068,2016-01-01
2314 Van Hise Ave,385000,70921118068,2012-04-01
2314 Van Hise Ave,382000,70921118068,2009-10-01
2314 Van Hise Ave,317500,70921118068,2006-08-01
2402 Van Hise Ave,359900,70921117101,2010-01-01
2402 Van Hise Ave,380000,70921117101,2006-04-01
2402 Van Hise Ave,343400,70921117101,2004-08-01
2402 Van Hise Ave,259900,70921117101,2002-05-01
2410 Van Hise Ave,273500,70921117094,2007-03-01
2412 Van Hise Ave,455500,70921117086,2015-05-01
2412 Van Hise Ave,350000,70921117086,2008-07-01
2505 Van Hise Ave,374900,70921124015,2009-07-01
2508 Van Hise Ave,421500,70921115329,2015-08-01
2508 Van Hise Ave,283500,70921115329,2009-05-01
2509 Van Hise Ave,364000,70921124023,2008-08-01
2511 Van Hise Ave,277500,70921124031,2012-11-01
2511 Van Hise Ave,234000,70921124031,2002-06-01
2529 Van Hise Ave,248000,70921124065,2004-08-01
2530 Van Hise Ave,379500,70921115254,2015-05-01
2533 Van Hise Ave,470000,70921124073,2014-06-01
2536 Van Hise Ave,300000,70921115238,2007-06-01
2539 Van Hise Ave,355000,70921124081,2002-07-01
2548 Van Hise Ave,360000,70921115212,2010-12-01
2548 Van Hise Ave,325000,70921115212,2009-01-01
2548 Van Hise Ave,283000,70921115212,2006-12-01
2548 Van Hise Ave,300000,70921115212,2005-01-01
2548 Van Hise Ave,277900,70921115212,2004-01-01
2549 Van Hise Ave,427500,70921124114,2016-05-01
2549 Van Hise Ave,333900,70921124114,2003-12-01
2550 Van Hise Ave,387400,70921115204,2017-04-01
2550 Van Hise Ave,355000,70921115204,2010-08-01
2606 Van Hise Ave,214000,70921114230,2003-09-01
2606 Van Hise Ave,184900,70921114230,2002-05-01
2610 Van Hise Ave,340000,70921114222,2006-02-01
2619 Van Hise Ave,255000,70921125063,2007-08-01
2621 Van Hise Ave,252500,70921125071,2012-01-01
2623 Van Hise Ave,530000,70921125089,2016-06-01
2623 Van Hise Ave,383000,70921125089,2006-06-01
2624 Van Hise Ave,291500,70921114165,2013-10-01
2643 Van Hise Ave,485000,70921125120,2013-09-01
2643 Van Hise Ave,376000,70921125120,2010-03-01
2648 Van Hise Ave,280000,70921114123,2013-11-01
2648 Van Hise Ave,194500,70921114123,2002-01-01
2701 Van Hise Ave,605000,70921221308,2017-05-01
2706 Van Hise Ave,400000,70921221423,2015-04-01
2710 Van Hise Ave,355000,70921221415,2006-07-01
2714 Van Hise Ave,270000,70921221407,2011-11-01
2715 Van Hise Ave,380000,70921221324,2013-09-01
2718 Van Hise Ave,209000,70921221390,2004-05-01
2813 Van Hise Ave,329500,70921222025,2013-05-01
2814 Van Hise Ave,358000,70921220110,2016-05-01
2817 Van Hise Ave,299000,70921222033,2005-09-01
2818 Van Hise Ave,433500,70921220102,2015-07-01
2818 Van Hise Ave,375000,70921220102,2008-07-01
2825 Van Hise Ave,275000,70921222059,2004-10-01
2830 Van Hise Ave,335000,70921220079,2012-07-01
2830 Van Hise Ave,198000,70921220079,2003-10-01
216 Walnut St,409000,70921110147,2006-10-01
2830 Barlow St,224000,70921206285,2014-06-01
2830 Barlow St,190000,70921206285,2003-04-01
2833 Barlow St,152400,70921209023,2005-05-01
2833 Barlow St,115700,70921209023,2002-08-01
2837 Barlow St,175000,70921209031,2012-07-01
2837 Barlow St,184300,70921209031,2007-06-01
2837 Barlow St,148000,70921209031,2005-07-01
2841 Barlow St,225000,70921209049,2006-08-01
2841 Barlow St,186000,70921209049,2003-08-01
2842 Barlow St,180000,70921206251,2015-12-01
2846 Barlow St,235000,70921206243,2015-11-01
2846 Barlow St,217500,70921206243,2006-12-01
2849 Barlow St,225000,70921209065,2015-08-01
2849 Barlow St,215900,70921209065,2007-10-01
2850 Barlow St,240105,70921206235,2017-04-01
2858 Barlow St,141000,70921206219,2006-10-01
2905 Barlow St,242400,70921210137,2013-05-01
2914 Barlow St,231000,70921205089,2013-08-01
2914 Barlow St,195000,70921205089,2011-03-01
2914 Barlow St,209000,70921205089,2004-03-01
2918 Barlow St,271000,70921205071,2016-08-01
2918 Barlow St,235000,70921205071,2008-04-01
2918 Barlow St,236900,70921205071,2005-08-01
2928 Barlow St,125000,70921205063,2015-08-01
2928 Barlow St,135100,70921205063,2005-07-01
2932 Barlow St,189900,70921205047,2008-03-01
2932 Barlow St,115000,70921205047,2007-09-01
2933 Barlow St,251000,70921210202,2017-03-01
2933 Barlow St,200000,70921210202,2012-07-01
2933 Barlow St,239900,70921210202,2007-06-01
2933 Barlow St,200000,70921210202,2003-07-01
2910 Bluff St,186000,70921216101,2012-02-01
2916 Bluff St,217500,70921216094,2016-05-01
2916 Bluff St,178900,70921216094,2007-11-01
2916 Bluff St,149000,70921216094,2004-05-01
2918 Bluff St,252000,70921216086,2017-07-01
2918 Bluff St,199000,70921216086,2003-06-01
2922 Bluff St,182000,70921216078,2017-04-01
2922 Bluff St,147000,70921216078,2003-08-01
2922 Bluff St,111500,70921216078,2002-05-01
2926 Bluff St,237000,70921216060,2014-07-01
2926 Bluff St,225000,70921216060,2006-09-01
2934 Bluff St,152500,70921216052,2005-10-01
2938 Bluff St,130000,70921216044,2013-03-01
2938 Bluff St,85000,70921216044,2012-07-01
2942 Bluff St,222000,70921216036,2016-06-01
409 Farley Ave,310000,70921104140,2017-04-01
409 Farley Ave,225000,70921104140,2003-06-01
401 N Franklin Ave,325000,70921213173,2016-05-01
401 N Franklin Ave,220000,70921213173,2007-03-01
402 N Franklin Ave,290000,70921208108,2013-06-01
402 N Franklin Ave,272000,70921208108,2006-06-01
402 N Franklin Ave,195000,70921208108,2002-07-01
405 N Franklin Ave,312000,70921213165,2016-07-01
405 N Franklin Ave,229000,70921213165,2011-12-01
405 N Franklin Ave,240000,70921213165,2004-08-01
409 N Franklin Ave,267000,70921213157,2006-06-01
410 N Franklin Ave,220400,70921208124,2007-12-01
421 N Franklin Ave,332500,70921213131,2017-09-01
421 N Franklin Ave,258500,70921213131,2012-06-01
421 N Franklin Ave,210000,70921213131,2005-04-01
417 Grand Ave,295000,70921105122,2012-04-01
417 Grand Ave,305000,70921105122,2010-11-01
417 Grand Ave,280000,70921105122,2003-04-01
2829 Harvey St,143000,70921206136,2012-11-01
2829 Harvey St,130000,70921206136,2011-05-01
2841 Harvey St,137000,70921206160,2006-03-01
2846 Harvey St,135000,70921206128,2003-08-01
2849 Harvey St,205000,70921206186,2006-03-01
2849 Harvey St,217500,70921206186,2004-09-01
2850 Harvey St,240000,70921206110,2005-08-01
2850 Harvey St,185000,70921206110,2003-08-01
2853 Harvey St,188000,70921206194,2015-07-01
2913 Harvey St,395000,70921205154,2017-09-01
2913 Harvey St,345000,70921205154,2015-06-01
2913 Harvey St,277500,70921205154,2005-04-01
2919 Harvey St,247000,70921205162,2007-07-01
2919 Harvey St,177500,70921205162,2003-06-01
2921 Harvey St,182000,70921205170,2015-05-01
2921 Harvey St,170000,70921205170,2011-05-01
2921 Harvey St,167900,70921205170,2007-06-01
2921 Harvey St,139500,70921205170,2003-02-01
2921 Harvey St,115000,70921205170,2002-10-01
2939 Harvey St,197000,70921205211,2015-07-01
2941 Harvey St,155000,70921205229,2006-08-01
3302 Harvey St,251000,70920101139,2007-07-01
2502 Kendall Ave,305000,70921105289,2015-10-01
2502 Kendall Ave,255000,70921105289,2009-03-01
2502 Kendall Ave,220000,70921105289,2004-08-01
2506 Kendall Ave,227500,70921105271,2013-12-01
2512 Kendall Ave,199000,70921105255,2004-07-01
2534 Kendall Ave,325000,70921105213,2012-02-01
2534 Kendall Ave,277900,70921105213,2004-07-01
2536 Kendall Ave,311222,70921105205,2015-05-01
2536 Kendall Ave,262500,70921105205,2011-01-01
2536 Kendall Ave,260000,70921105205,2007-08-01
2540 Kendall Ave,339900,70921105198,2014-05-01
2540 Kendall Ave,315000,70921105198,2008-06-01
2606 Kendall Ave,249900,70921104257,2012-08-01
2614 Kendall Ave,258000,70921104249,2003-07-01
2616 Kendall Ave,352000,70921104231,2014-03-01
2616 Kendall Ave,211500,70921104231,2005-04-01
2634 Kendall Ave,295000,70921104190,2014-08-01
2638 Kendall Ave,371000,70921104182,2015-06-01
2638 Kendall Ave,379900,70921104182,2006-08-01
2646 Kendall Ave,255000,70921104166,2012-06-01
2646 Kendall Ave,224900,70921104166,2003-03-01
2702 Kendall Ave,275000,70921213305,2007-10-01
2702 Kendall Ave,224900,70921213305,2002-09-01
2706 Kendall Ave,345000,70921213280,2015-05-01
2706 Kendall Ave,335000,70921213280,2014-05-01
2706 Kendall Ave,332000,70921213280,2006-06-01
2716 Kendall Ave,340000,70921213264,2006-06-01
2722 Kendall Ave,239900,70921213256,2004-08-01
2722 Kendall Ave,175000,70921213256,2003-06-01
2734 Kendall Ave,338000,70921213222,2009-04-01
2734 Kendall Ave,254000,70921213222,2002-05-01
2738 Kendall Ave,245000,70921213214,2014-02-01
2742 Kendall Ave,269500,70921213206,2014-08-01
2748 Kendall Ave,343000,70921213199,2009-08-01
2748 Kendall Ave,307000,70921213199,2005-02-01
2748 Kendall Ave,295000,70921213199,2004-09-01
2748 Kendall Ave,260000,70921213199,2002-09-01
2909 McKinley St,209000,70921216135,2004-07-01
2910 McKinley St,210000,70921211127,2006-06-01
2910 McKinley St,196000,70921211127,2004-06-01
2910 McKinley St,142500,70921211127,2002-06-01
2914 McKinley St,360000,70921211119,2017-08-01
2914 McKinley St,290000,70921211119,2012-05-01
2915 McKinley St,335000,70921216143,2017-11-01
2922 McKinley St,196000,70921211094,2017-02-01
2922 McKinley St,162900,70921211094,2012-11-01
2922 McKinley St,171300,70921211094,2008-06-01
2922 McKinley St,149900,70921211094,2003-05-01
2925 McKinley St,235800,70921216177,2009-05-01
2928 McKinley St,291500,70921211078,2013-09-01
2928 McKinley St,212500,70921211078,2007-07-01
2940 McKinley St,208000,70921211044,2009-07-01
2940 McKinley St,157000,70921211044,2002-06-01
2941 McKinley St,166000,70921216200,2013-07-01
2941 McKinley St,179200,70921216200,2006-05-01
2943 McKinley St,213500,70921216218,2010-05-01
2943 McKinley St,201000,70921216218,2006-09-01
2943 McKinley St,192900,70921216218,2005-02-01
2944 McKinley St,220000,70921211036,2007-05-01
3001 McKinley St,231000,70921216226,2015-07-01
3002 McKinley St,325400,70921211028,2012-05-01
3006 McKinley St,230000,70921211010,2015-05-01
3006 McKinley St,208000,70921211010,2010-06-01
401 Ridge St,412500,70921212076,2014-09-01
402 Ridge St,225000,70921216119,2016-08-01
404 Ridge St,173400,70921211135,2002-07-01
407 Ridge St,160000,70921212068,2002-05-01
409 Ridge St,235500,70921212050,2016-02-01
410 Ridge St,209000,70921211143,2005-06-01
417 Ridge St,375000,70921212026,2010-10-01
602 Ridge St,165000,70921205112,2012-03-01
401 Shepard Ter,293900,70921208091,2014-08-01
401 Shepard Ter,205000,70921208091,2005-07-01
402 Shepard Ter,205000,70921212084,2013-05-01
402 Shepard Ter,210000,70921212084,2009-06-01
402 Shepard Ter,182500,70921212084,2003-05-01
409 Shepard Ter,250000,70921208075,2014-08-01
413 Shepard Ter,327000,70921208067,2013-06-01
413 Shepard Ter,297000,70921208067,2006-07-01
413 Shepard Ter,290000,70921208067,2004-08-01
418 Shepard Ter,317000,70921212125,2016-07-01
418 Shepard Ter,265500,70921212125,2013-02-01
418 Shepard Ter,220000,70921212125,2003-10-01
421 Shepard Ter,278500,70921208041,2016-06-01
421 Shepard Ter,265000,70921208041,2012-06-01
421 Shepard Ter,265800,70921208041,2005-07-01
421 Shepard Ter,209500,70921208041,2002-07-01
422 Shepard Ter,269400,70921212133,2004-05-01
2602 Stevens St,301000,70921103209,2017-06-01
2603 Stevens St,248500,70921104017,2011-10-01
2612 Stevens St,324900,70921103184,2014-05-01
2612 Stevens St,167000,70921103184,2013-12-01
2614 Stevens St,212500,70921103176,2005-08-01
2614 Stevens St,180400,70921103176,2003-07-01
2627 Stevens St,268500,70921104083,2017-07-01
2628 Stevens St,290000,70921103134,2015-04-01
2628 Stevens St,240600,70921103134,2008-09-01
2628 Stevens St,234900,70921103134,2003-08-01
2633 Stevens St,265000,70921104091,2016-02-01
2633 Stevens St,239000,70921104091,2004-08-01
2702 Stevens St,202700,70921207241,2014-02-01
2702 Stevens St,220000,70921207241,2006-08-01
2705 Stevens St,445000,70921213016,2017-04-01
2706 Stevens St,200000,70921207233,2014-12-01
2706 Stevens St,190000,70921207233,2003-11-01
2713 Stevens St,254000,70921213032,2015-12-01
2729 Stevens St,249900,70921213074,2008-07-01
2733 Stevens St,165000,70921213082,2009-12-01
2737 Stevens St,248100,70921213090,2002-05-01
2747 Stevens St,145000,70921213115,2010-04-01
2846 Stevens St,322000,70921209122,2017-05-01
2846 Stevens St,255000,70921209122,2013-06-01
2846 Stevens St,242000,70921209122,2008-11-01
2846 Stevens St,142000,70921209122,2004-05-01
2854 Stevens St,244500,70921209106,2017-03-01
2901 Stevens St,195000,70921211151,2014-01-01
2901 Stevens St,205000,70921211151,2005-05-01
2901 Stevens St,164000,70921211151,2002-05-01
2905 Stevens St,175000,70921211169,2002-05-01
2909 Stevens St,178000,70921211177,2014-03-01
2909 Stevens St,136000,70921211177,2009-03-01
2915 Stevens St,189500,70921211185,2006-08-01
2918 Stevens St,311000,70921210070,2017-02-01
2918 Stevens St,168500,70921210070,2002-11-01
2919 Stevens St,206000,70921211193,2011-08-01
2919 Stevens St,204000,70921211193,2008-09-01
2919 Stevens St,185000,70921211193,2005-07-01
2919 Stevens St,157500,70921211193,2003-07-01
2922 Stevens St,226000,70921210062,2016-09-01
2922 Stevens St,215000,70921210062,2008-10-01
2922 Stevens St,214900,70921210062,2005-04-01
2922 Stevens St,180000,70921210062,2002-08-01
2925 Stevens St,249000,70921211218,2013-04-01
2929 Stevens St,160000,70921211226,2014-12-01
2929 Stevens St,183500,70921211226,2013-09-01
2929 Stevens St,165500,70921211226,2003-05-01
2931 Stevens St,150700,70921211234,2002-01-01
2938 Stevens St,232000,70921210038,2011-11-01
2941 Stevens St,273000,70921211250,2016-12-01
2941 Stevens St,250000,70921211250,2012-11-01
